Nazwa;KOSZT;KOSZ Z MARŻĄ;Pomiń marże;Opis;Main Flaga;Flaga;ItemCategory;ItemType;ItemGroupType;PLIK;Stackowanie;Instancja[OLD];visualInstance;Instancja [SAGA3];Waga;Tier;adminRank;hideNick;Liczba użyć;Stamina 1 Hit;HP 1 hit;Mana 1 Hit;Stamina;HP;MANA;Rodzaj Obrażeń;DMG;Zasięg;W: Siła;W: Zręczność;W: Inteligencja;healing_tick;efekt czaru;Instancja przemiany;HP przemiany;W: Krąg;W: Mana;runeType;Przedmiot do naprawy;Wytrzymałość;canRob;Podatek Silden %;Podatek Geldern %;expirationTime;foodType;enduranceCost;arrowSpeed;Obuchowa;Pociski;Sieczna;Magia;Ogień;Upadek;Profesja;Kategoria;model nazwa;Do katalogu?
Wolno pieczona dziczyzna;7,50;7,50;PRAWDA;Wolno pieczona dziczyzna w sosie własnym.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_74;0,3;2;Gamemaster;FAŁSZ;1;10;BRAK;BRAK;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_roast_02.3ds;PRAWDA
Wolno pieczona niedźwiedzina;7,50;7,50;PRAWDA;Wolno pieczona niedźwiedzina (z dżemem z lesnych jagód).;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_75;0,3;2;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_roast_03.3ds;PRAWDA
Szałarma ze ścierwojadziny;7,50;7,50;PRAWDA;Szałarma ze ścierwojadziny z łagodnym sosem.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_76;0,3;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_shaw_01.3ds;PRAWDA
Szałarma z kretoszczurzyny;7,50;7,50;PRAWDA;Szałarma z kretoszczurzyny na ostro.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_77;0,3;2;Gamemaster;FAŁSZ;1;30;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_shaw_02.3ds;PRAWDA
Szałarma z dziczyzną;7,50;7,50;PRAWDA;Szałarma z lekko pikantną dziczyzną.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_78;0,3;2;Gamemaster;FAŁSZ;1;30;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_shaw_03.3ds;PRAWDA
Szałarma z topileca;7,50;7,50;PRAWDA;Szałarma z mięsem topielczym.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_79;0,3;3;Gamemaster;FAŁSZ;1;40;BRAK;BRAK;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_shaw_04.3ds;PRAWDA
Szałarma z niedźwiedziny;7,50;7,50;PRAWDA;Szałarma z niedźwiedziny z karmelizowaną cebulą.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;;;ITFO_GS_80;0,3;3;Gamemaster;FAŁSZ;1;40;BRAK;BRAK;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;baked_food;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Kebab;itfo_gs_shaw_05.3ds;PRAWDA
Wodzianka;5,21;6,23;FAŁSZ;Skromna zupa z chleba i wody.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_BREADSOUP;-;ITFO_GS_23;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup01.3ds;PRAWDA
Pokrzepiający rosół z resztek;5,42;6,32;FAŁSZ;Zupa przyrządzona z tego, co zostało po uczcie.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_BREADSOUP;-;ITFO_GS_24;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup01.3ds;PRAWDA
Flaczki z ciemnych grzybów;4,62;5,40;FAŁSZ;Pikantna potrawa przygotowana z wnętrzności oraz rzadkich, ciemnych grzybów leśnych.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_HUNTERSPECIAL;-;ITFO_GS_25;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;ITFO_STEW_01.3ds;PRAWDA
Polewka z rdestu;4,52;5,28;FAŁSZ;Gęsta zupa zrobiona na bazie rdestu, gotowana na wolnym ogniu.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_RIVERMIRTSOUP;-;ITFO_GS_26;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;ITFO_STEW_03.3ds;PRAWDA
Zupa rybna z ziołami;4,82;5,73;FAŁSZ;Aromatyczna zupa przygotowana z różnych ryb i mieszanki świeżych ziół.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_BREADSOUP;-;ITFO_GS_27;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup01.3ds;PRAWDA
Potrawka szybkości;6,91;8,48;FAŁSZ;Pożywna, ale prosta potrawka, przygotowana z rzadkich składników, która pobudza ciało.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MEATMISHMASH;-;ITFO_GS_28;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;ITFO_STEW_02.3ds;PRAWDA
Kociołek rybaka;6,11;7,63;FAŁSZ;Obfita porcja zupy przyrządzona ze świeżych ryb i warzyw.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MARTHSOUP3;-;ITFO_GS_29;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_FoodPot.3ds;PRAWDA
Wywar z grzybów i ziół;5,79;7,13;FAŁSZ;Wywar zrobiony z grzybów i różnych ziół.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_RIVERMIRTSOUP;-;ITFO_GS_30;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;ITFO_STEW_03.3ds;PRAWDA
Zupa serowa;16,85;25,29;FAŁSZ;Gęsta, pożywna zupa przyrządzona z wykwintnego sera i aromatycznych ziół.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_BREADSOUP;-;ITFO_GS_31;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup01.3ds;PRAWDA
Zupa z młodego szczawiu;16,89;22,77;FAŁSZ;Pożywna zupa przyrządzona z młodego szczawiu (zbieżność imion z Game Advisorem przypadkowa).;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MANAPERMSOUP;-;ITFO_GS_32;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup02.3ds;PRAWDA
Ziołowa zupa z trolla;20,55;27,36;FAŁSZ;Pożywna zupa przyrządzona z rzadkich ziół i mięsa trolla.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MANAPERMSOUP;-;ITFO_GS_33;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;KM_ITFO_soup02.3ds;PRAWDA
Zupa korzenna z kapustą;16,55;22,36;FAŁSZ;Gęsta zupa z dodatkiem korzeni i kapusty, ciepły posiłek dla każdego.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_RIVERMIRTSOUP;-;ITFO_GS_34;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;soup;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Garnek;ITFO_STEW_03.3ds;PRAWDA
Chleb;2,15;2,67;FAŁSZ;Pieczywo otrzymane z mąki i wody.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_BREAD;-;ITFO_GS_35;0,4;1;Gamemaster;FAŁSZ;1;15;BRAK;BRAK;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_Bread.3ds;PRAWDA
Jabłka w cieście;4,74;6,18;FAŁSZ;Kawałki jabłek zanurzone w słodkim cieście i usmażone na złoty kolor.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_APPLEPIE;-;ITFO_GS_36;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_ApplePie.3ds;PRAWDA
Placek warzywno grzybowy;5,31;6,27;FAŁSZ;Pikantny placek z jesiennymi warzywami i leśnymi grzybami.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_VEGEPIE;-;ITFO_GS_37;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_Pie02.3ds;PRAWDA
Słodka drożdżówka;4,82;6,07;FAŁSZ;Wypiek przygotowany z mąki, cukru i drożdży, idealny jako przekąska.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_SWEETBUN;-;ITFO_GS_38;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_SweetBun.3ds;PRAWDA
Placek z mięsem;4,02;5,08;FAŁSZ;Skromny, sycący placek wypełniony kawałkami mięsa. Idealny posiłek dla wędrowca.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_VEGEPIE;-;ITFO_GS_39;0,4;1;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;129600;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_Pie02.3ds;PRAWDA
Słodka bułka;7,46;9,87;FAŁSZ;Niech zgadnę, ktoś Ci ukradł słodką bułkę…;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_SWEETBUN;-;ITFO_GS_40;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_SweetBun.3ds;PRAWDA
Pierogi z mięsem i grzybami;6,45;7,99;FAŁSZ;Pierożki nadziewane mieszanką mięsa i leśnych grzybów, zawinięte w delikatne ciasto.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MARTHSOUP3;-;ITFO_GS_41;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_FoodPot.3ds;PRAWDA
Ciasto dyniowe;8,56;11,87;FAŁSZ;Słodkie ciasto pieczone z miąższu dojrzałej dyni.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_VEGEPIE;-;ITFO_GS_42;0,5;2;Gamemaster;FAŁSZ;1;25;BRAK;BRAK;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;151200;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_Pie02.3ds;PRAWDA
Wiejska szarlotka;15,80;23,09;FAŁSZ;Ciasto kruche wypełnione warstwą tartych jabłek.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_POORAPPLEPIE;-;ITFO_GS_43;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_Pie01.3ds;PRAWDA
Pajda z serowym smarowidłem;13,89;20,14;FAŁSZ;Kawałek chleba posmarowany kremowym serowym smarowidłem.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_MEATANDCHEESE;-;ITFO_GS_44;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_MeatAndBread.3ds;PRAWDA
Ciastka z miodem;18,23;25,56;FAŁSZ;Wypiek zrobiony z mąki i miodu. Jest słodki i klejący.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_HONEYCOOKIES;-;ITFO_GS_45;0,6;3;Gamemaster;FAŁSZ;1;20;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;ItFo_HoneyCookies.3ds;PRAWDA
Drożdżówka cynamonowa;16,16;21,19;FAŁSZ;Słodka bułeczka pieczona z ciasta drożdżowego z dodatkiem aromatycznego cynamonu.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_POORAPPLEPIE;-;ITFO_GS_46;0,6;3;Gamemaster;FAŁSZ;1;35;BRAK;BRAK;70;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;172800;cake;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kucharz;Piec;KM_ITFO_Pie01.3ds;PRAWDA
Brudna miska;0,00;0,00;PRAWDA;Miseczka pokryta zaschniętymi resztkami jedzenia.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;miska_brudne;-;ITMI_GS_MAT_01;0,3;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Brudna butelka;0,00;0,00;PRAWDA;Butelka, na której dnie widać resztki jakiegoś płynu.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITFO_WATER_brudne;-;ITMI_GS_MAT_02;0,1;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Fioletowe winogrona;3,00;3,00;PRAWDA;Słodkie winogrono.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITPL_BEET;-;ITFO_GS_81;0,3;0;Gamemaster;FAŁSZ;1;1;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Zielone winogrona;3,00;3,00;PRAWDA;Słodkie winogrono.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITPL_BEET;-;ITFO_GS_82;0,3;0;Gamemaster;FAŁSZ;1;1;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Krwiste winogrona;3,00;3,00;PRAWDA;Słodkie winogrono.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITPL_BEET;-;ITFO_GS_83;0,3;0;Gamemaster;FAŁSZ;1;1;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Rzepa;3,00;3,00;PRAWDA;Wykopane z ziemi warzywo o ostrym smaku.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITPL_BEET;-;ITFO_GS_47;0,3;0;Gamemaster;FAŁSZ;1;1;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Rolnik;;GS_NATURE_BEET_03_GALI.3DS;PRAWDA
Marchew;3,00;3,00;PRAWDA;Korzeń chrupiący i soczysty, o charakterystycznej pomarańczowej barwie.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;itfo_SDRP_food_21;-;ITFO_GS_48;0,3;1;Gamemaster;FAŁSZ;1;1;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Rolnik;;GS_NATURE_CARROT_03_GALI.3DS;PRAWDA
Len;2,50;2,50;PRAWDA;Roślina uprawna, z której włókien można wytwarzać tkaniny.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;GS_NATURE_FLAX_03_GALI;-;ITMI_GS_MAT_03;0,3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Rolnik;;GS_NATURE_FLAX_03_GALI.3ds;PRAWDA
Pszenica;2,50;2,50;PRAWDA;Zboże powszechnie uprawiane w Myrtanie, podstawowy składnik wypieków.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;GS_NATURE_WHEAT_03_GALI;-;ITMI_GS_MAT_04;0,3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Rolnik;;GS_NATURE_WHEAT_03_GALI.3ds;PRAWDA
Dynia;4,50;4,50;PRAWDA;Pomarańczowy, okrągły owoc dyni.;ITEM_CAT_FOOD;-;Consumable;Food;AdminFood;consumable;PRAWDA;ITFO_SDRP_KM_09;-;ITFO_GS_49;0,6;2;Gamemaster;FAŁSZ;1;2;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;259200;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Rolnik;;GS_NATURE_PUMPKIN_03_GALI.3DS;PRAWDA
